age,job,marital,education,default,balance,housing,loan,contact,month,month_date,duration,campaign,poutcome,subscribed,subscribed_bin,balance_segment,segment,propension_score,score_decile,priorite
34,blue-collar,married,primary,no,329,yes,no,cellular,apr,2025-04-01,952,1,failure,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7585277876038118,D7,PRIORITÉ 1 — Contacter en urgence
30,admin.,single,secondary,no,69,yes,no,cellular,apr,2025-04-01,997,1,,yes,1,Q1 — Faible solde,TIÈDE,0.8868833305361132,D9,PRIORITÉ 1 — Contacter en urgence
39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,apr,2025-04-01,882,3,,yes,1,Q1 — Faible solde,FROID,0.8612436378549658,D8,PRIORITÉ 1 — Contacter en urgence
40,services,single,secondary,no,224,yes,no,cellular,apr,2025-04-01,875,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8558496032627994,D8,PRIORITÉ 1 — Contacter en urgence
38,management,married,tertiary,no,165,yes,no,cellular,apr,2025-04-01,526,1,other,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.723469527053527,D7,PRIORITÉ 1 — Contacter en urgence
35,management,single,tertiary,no,397,yes,no,cellular,apr,2025-04-01,594,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7956515864171937,D7,PRIORITÉ 1 — Contacter en urgence
37,blue-collar,married,primary,no,3154,yes,no,cellular,apr,2025-04-01,404,1,failure,yes,1,Q4 — Solde élevé,TIÈDE,0.4368996684956819,D5,PRIORITÉ 2 — À qualifier
29,technician,married,secondary,no,1180,yes,no,cellular,apr,2025-04-01,367,3,failure,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.5793011514870693,D6,PRIORITÉ 2 — À qualifier
36,technician,single,secondary,yes,-487,yes,no,cellular,apr,2025-04-01,1080,1,,yes,1,Q1 — Faible solde,FROID,0.9054366637577216,D9,PRIORITÉ 1 — Contacter en urgence
34,management,married,secondary,yes,879,yes,no,cellular,apr,2025-04-01,712,1,failure,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.7554047420123846,D7,PRIORITÉ 1 — Contacter en urgence
33,technician,married,secondary,no,806,no,no,cellular,apr,2025-04-01,108,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.4946785523981878,D5,PRIORITÉ 2 — À qualifier
29,technician,single,secondary,no,674,no,no,cellular,apr,2025-04-01,170,5,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.5626071924701231,D6,PRIORITÉ 2 — À qualifier
33,management,married,tertiary,no,0,yes,no,cellular,apr,2025-04-01,378,1,,yes,1,Q1 — Faible solde,TIÈDE,0.4643356113276429,D5,PRIORITÉ 2 — À qualifier
41,self-employed,married,secondary,no,323,yes,no,cellular,apr,2025-04-01,949,2,other,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7851775777682697,D7,PRIORITÉ 1 — Contacter en urgence
74,retired,married,secondary,no,921,no,no,telephone,apr,2025-04-01,394,2,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8371840626238459,D8,PRIORITÉ 1 — Contacter en urgence
53,technician,married,secondary,no,5303,yes,no,telephone,apr,2025-04-01,320,3,success,yes,1,Q4 — Solde élevé,CHAUD,0.7623924920778855,D7,PRIORITÉ 1 — Contacter en urgence
38,admin.,married,secondary,no,0,yes,yes,cellular,apr,2025-04-01,547,2,,yes,1,Q1 — Faible solde,TIÈDE,0.5459401355026428,D6,PRIORITÉ 2 — À qualifier
41,technician,married,secondary,no,4004,no,no,cellular,apr,2025-04-01,314,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.7068704814870543,D7,PRIORITÉ 1 — Contacter en urgence
52,technician,married,secondary,no,386,no,no,cellular,apr,2025-04-01,438,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7873707697938206,D7,PRIORITÉ 1 — Contacter en urgence
40,technician,married,primary,no,284,yes,no,cellular,apr,2025-04-01,1332,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.9008323854662256,D9,PRIORITÉ 1 — Contacter en urgence
32,entrepreneur,married,secondary,no,-242,yes,no,cellular,apr,2025-04-01,1202,3,,yes,1,Q1 — Faible solde,TIÈDE,0.9179340043334158,D10,PRIORITÉ 1 — Contacter en urgence
28,technician,married,secondary,no,1086,yes,no,cellular,apr,2025-04-01,1112,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8987611710072234,D9,PRIORITÉ 1 — Contacter en urgence
28,management,single,secondary,no,2840,no,no,cellular,apr,2025-04-01,227,5,,yes,1,Q4 — Solde élevé,CHAUD,0.7304167804895916,D7,PRIORITÉ 1 — Contacter en urgence
35,management,married,tertiary,no,43,yes,no,cellular,apr,2025-04-01,860,1,,yes,1,Q1 — Faible solde,TIÈDE,0.8668619193744298,D9,PRIORITÉ 1 — Contacter en urgence
46,management,married,primary,no,3229,yes,no,cellular,apr,2025-04-01,1550,1,,yes,1,Q4 — Solde élevé,CHAUD,0.9364640844906172,D10,PRIORITÉ 1 — Contacter en urgence
50,,married,primary,no,341,yes,yes,cellular,apr,2025-04-01,670,4,success,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8716276732991629,D9,PRIORITÉ 1 — Contacter en urgence
44,blue-collar,single,secondary,no,0,no,no,cellular,apr,2025-04-01,133,1,,yes,1,Q1 — Faible solde,TIÈDE,0.4376829373191802,D5,PRIORITÉ 2 — À qualifier
29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,apr,2025-04-01,712,4,,yes,1,Q1 — Faible solde,FROID,0.8371587386992658,D8,PRIORITÉ 1 — Contacter en urgence
61,retired,married,secondary,no,243,no,no,cellular,apr,2025-04-01,194,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8624499186428527,D8,PRIORITÉ 1 — Contacter en urgence
70,retired,married,secondary,no,2575,no,no,telephone,apr,2025-04-01,216,2,,yes,1,Q4 — Solde élevé,CHAUD,0.8501237842531841,D8,PRIORITÉ 1 — Contacter en urgence
44,blue-collar,married,secondary,yes,105,yes,no,cellular,apr,2025-04-01,586,1,,yes,1,Q1 — Faible solde,FROID,0.6369432698091673,D6,PRIORITÉ 1 — Contacter en urgence
59,management,married,tertiary,no,0,yes,yes,cellular,apr,2025-04-01,392,1,,yes,1,Q1 — Faible solde,TIÈDE,0.4012390429836702,D5,PRIORITÉ 2 — À qualifier
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,apr,2025-04-01,691,1,,yes,1,Q1 — Faible solde,FROID,0.74472082045567,D7,PRIORITÉ 1 — Contacter en urgence
39,technician,married,tertiary,no,1524,no,no,cellular,apr,2025-04-01,567,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8933985373528897,D9,PRIORITÉ 1 — Contacter en urgence
36,blue-collar,married,primary,no,1925,yes,no,cellular,apr,2025-04-01,904,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.8436641633381591,D8,PRIORITÉ 1 — Contacter en urgence
78,retired,married,primary,no,240,no,no,cellular,apr,2025-04-01,325,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8584322817160817,D8,PRIORITÉ 1 — Contacter en urgence
28,technician,single,tertiary,no,387,yes,no,cellular,apr,2025-04-01,205,1,failure,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.4257020260938089,D5,PRIORITÉ 2 — À qualifier
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,apr,2025-04-01,76,1,,yes,1,Q1 — Faible solde,TIÈDE,0.1300903052399888,D4,PRIORITÉ 4 — Ne pas contacter
73,retired,divorced,tertiary,no,3203,no,no,cellular,apr,2025-04-01,148,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8819017702685775,D9,PRIORITÉ 1 — Contacter en urgence
34,management,married,tertiary,no,606,no,no,cellular,apr,2025-04-01,97,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.5780368213056104,D6,PRIORITÉ 2 — À qualifier
28,student,single,secondary,no,0,no,no,cellular,apr,2025-04-01,185,1,,yes,1,Q1 — Faible solde,CHAUD,0.6114301038290966,D6,PRIORITÉ 1 — Contacter en urgence
42,admin.,divorced,secondary,no,527,no,yes,cellular,apr,2025-04-01,112,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.4135670879056237,D5,PRIORITÉ 2 — À qualifier
54,unemployed,divorced,secondary,no,309,no,no,cellular,apr,2025-04-01,241,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.6831293065892395,D6,PRIORITÉ 1 — Contacter en urgence
27,blue-collar,married,secondary,no,4333,no,no,cellular,apr,2025-04-01,163,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.744099834369161,D7,PRIORITÉ 1 — Contacter en urgence
73,retired,married,primary,no,253,no,no,cellular,apr,2025-04-01,345,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8678532074593454,D9,PRIORITÉ 1 — Contacter en urgence
33,management,single,tertiary,no,6807,no,no,cellular,apr,2025-04-01,163,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8137632807413335,D8,PRIORITÉ 1 — Contacter en urgence
51,entrepreneur,married,tertiary,no,83,no,no,cellular,apr,2025-04-01,267,2,,yes,1,Q1 — Faible solde,TIÈDE,0.6144209724908608,D6,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,no,819,yes,no,cellular,apr,2025-04-01,114,2,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.3653946442883175,D5,PRIORITÉ 2 — À qualifier
33,technician,married,secondary,no,1968,yes,no,cellular,apr,2025-04-01,1817,3,,yes,1,Q4 — Solde élevé,TIÈDE,0.9321703406568116,D10,PRIORITÉ 1 — Contacter en urgence
26,services,single,secondary,no,136,no,no,cellular,apr,2025-04-01,120,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.6940248324877027,D6,PRIORITÉ 1 — Contacter en urgence
32,technician,single,secondary,no,1995,yes,no,cellular,apr,2025-04-01,121,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.2784862958540311,D4,PRIORITÉ 3 — Nurturing
41,blue-collar,divorced,primary,no,285,yes,no,cellular,apr,2025-04-01,1272,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8886060530613399,D9,PRIORITÉ 1 — Contacter en urgence
39,blue-collar,married,,no,621,yes,no,cellular,apr,2025-04-01,1333,5,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.9090425185587974,D9,PRIORITÉ 1 — Contacter en urgence
24,student,single,secondary,no,597,yes,no,cellular,apr,2025-04-01,943,3,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.9373621843609634,D10,PRIORITÉ 1 — Contacter en urgence
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,apr,2025-04-01,146,4,,yes,1,Q1 — Faible solde,FROID,0.2288861862358044,D4,PRIORITÉ 3 — Nurturing
35,management,single,tertiary,no,1750,yes,no,cellular,apr,2025-04-01,333,3,,yes,1,Q4 — Solde élevé,CHAUD,0.5309600321850138,D6,PRIORITÉ 2 — À qualifier
26,student,single,tertiary,no,10086,no,no,cellular,apr,2025-04-01,110,2,,yes,1,Q4 — Solde élevé,CHAUD,0.7561555937635949,D7,PRIORITÉ 1 — Contacter en urgence
29,technician,single,secondary,no,3466,no,no,cellular,apr,2025-04-01,274,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.7782073085059833,D7,PRIORITÉ 1 — Contacter en urgence
63,retired,married,,no,2193,no,no,telephone,apr,2025-04-01,1348,4,,yes,1,Q4 — Solde élevé,CHAUD,0.8481633921775624,D8,PRIORITÉ 1 — Contacter en urgence
95,retired,divorced,primary,no,2282,no,no,telephone,apr,2025-04-01,207,17,,yes,1,Q4 — Solde élevé,CHAUD,0.7861707888410818,D7,PRIORITÉ 1 — Contacter en urgence
65,retired,married,tertiary,no,1973,no,no,telephone,apr,2025-04-01,396,3,,yes,1,Q4 — Solde élevé,CHAUD,0.8887899404879113,D9,PRIORITÉ 1 — Contacter en urgence
59,technician,married,secondary,no,10925,no,no,cellular,apr,2025-04-01,100,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.6572140243339663,D6,PRIORITÉ 1 — Contacter en urgence
35,management,single,tertiary,no,704,no,no,cellular,apr,2025-04-01,164,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.7317819039328519,D7,PRIORITÉ 1 — Contacter en urgence
74,retired,married,secondary,no,9480,no,no,cellular,apr,2025-04-01,211,1,,yes,1,Q4 — Solde élevé,CHAUD,0.9125764818890192,D9,PRIORITÉ 1 — Contacter en urgence
56,unemployed,married,primary,no,3391,no,no,cellular,apr,2025-04-01,243,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.696430994039374,D7,PRIORITÉ 1 — Contacter en urgence
26,student,single,tertiary,no,1134,no,no,cellular,apr,2025-04-01,464,4,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8884692423670576,D9,PRIORITÉ 1 — Contacter en urgence
30,blue-collar,single,,no,6281,no,no,cellular,apr,2025-04-01,149,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.7013314998726032,D7,PRIORITÉ 1 — Contacter en urgence
29,self-employed,married,secondary,no,123,no,yes,cellular,apr,2025-04-01,158,2,success,yes,1,Q2 — Solde moyen-bas,CHAUD,0.7401363122317387,D7,PRIORITÉ 1 — Contacter en urgence
78,retired,married,primary,no,8556,no,no,telephone,apr,2025-04-01,137,2,,yes,1,Q4 — Solde élevé,CHAUD,0.6870376821550259,D6,PRIORITÉ 1 — Contacter en urgence
45,,divorced,,no,0,no,no,cellular,apr,2025-04-01,278,3,,yes,1,Q1 — Faible solde,TIÈDE,0.6118994655243829,D6,PRIORITÉ 1 — Contacter en urgence
29,blue-collar,single,secondary,no,2,yes,yes,cellular,apr,2025-04-01,379,5,,yes,1,Q1 — Faible solde,FROID,0.3839634009502419,D5,PRIORITÉ 2 — À qualifier
39,admin.,married,tertiary,no,1108,no,no,cellular,apr,2025-04-01,204,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8224034607254986,D8,PRIORITÉ 1 — Contacter en urgence
45,management,married,tertiary,no,212,no,no,cellular,apr,2025-04-01,65,2,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.2661416469797762,D4,PRIORITÉ 3 — Nurturing
45,technician,married,tertiary,no,5110,no,no,cellular,apr,2025-04-01,341,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.8105207711784056,D8,PRIORITÉ 1 — Contacter en urgence
36,student,single,secondary,no,17,no,no,cellular,apr,2025-04-01,621,1,,yes,1,Q1 — Faible solde,CHAUD,0.779980575243595,D7,PRIORITÉ 1 — Contacter en urgence
41,,single,,no,942,no,no,cellular,apr,2025-04-01,219,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.814068621831295,D8,PRIORITÉ 1 — Contacter en urgence
38,technician,married,secondary,no,0,yes,no,cellular,apr,2025-04-01,315,1,,yes,1,Q1 — Faible solde,TIÈDE,0.3174353775225773,D5,PRIORITÉ 3 — Nurturing
33,admin.,married,tertiary,no,882,no,no,cellular,apr,2025-04-01,104,1,failure,yes,1,Q3 — Solde moyen-haut,CHAUD,0.4511965165716152,D5,PRIORITÉ 2 — À qualifier
30,services,married,tertiary,no,81,no,no,cellular,apr,2025-04-01,145,1,,yes,1,Q1 — Faible solde,TIÈDE,0.6715158522548869,D6,PRIORITÉ 1 — Contacter en urgence
65,retired,married,primary,no,276,no,no,cellular,apr,2025-04-01,229,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8504902873589141,D8,PRIORITÉ 1 — Contacter en urgence
75,retired,married,tertiary,no,2991,no,no,cellular,apr,2025-04-01,240,1,,yes,1,Q4 — Solde élevé,CHAUD,0.922077020120498,D10,PRIORITÉ 1 — Contacter en urgence
65,management,divorced,tertiary,no,90,yes,no,cellular,apr,2025-04-01,416,1,,yes,1,Q1 — Faible solde,TIÈDE,0.856224065392922,D8,PRIORITÉ 1 — Contacter en urgence
53,management,married,tertiary,no,3754,no,no,cellular,apr,2025-04-01,307,1,failure,yes,1,Q4 — Solde élevé,CHAUD,0.8034868894636625,D8,PRIORITÉ 1 — Contacter en urgence
40,management,married,primary,no,395,yes,no,cellular,apr,2025-04-01,232,4,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.199509698044421,D4,PRIORITÉ 3 — Nurturing
31,admin.,single,tertiary,no,676,yes,no,cellular,apr,2025-04-01,124,2,other,yes,1,Q3 — Solde moyen-haut,CHAUD,0.2642651761248575,D4,PRIORITÉ 3 — Nurturing
25,student,single,secondary,no,8,no,no,cellular,apr,2025-04-01,107,2,,yes,1,Q1 — Faible solde,CHAUD,0.7131025859999,D7,PRIORITÉ 1 — Contacter en urgence
37,technician,married,secondary,no,0,yes,no,cellular,apr,2025-04-01,1288,3,,yes,1,Q1 — Faible solde,TIÈDE,0.9187664958113028,D10,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,no,2069,no,no,cellular,apr,2025-04-01,545,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8970634088573575,D9,PRIORITÉ 1 — Contacter en urgence
45,management,married,tertiary,no,506,no,no,cellular,apr,2025-04-01,229,2,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.7079439004966132,D7,PRIORITÉ 1 — Contacter en urgence
35,management,married,tertiary,no,8,no,no,cellular,apr,2025-04-01,93,3,,yes,1,Q1 — Faible solde,CHAUD,0.4491685040367328,D5,PRIORITÉ 2 — À qualifier
74,retired,married,primary,no,670,no,no,cellular,apr,2025-04-01,266,5,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8407439992191326,D8,PRIORITÉ 1 — Contacter en urgence
37,management,married,tertiary,no,0,yes,no,cellular,apr,2025-04-01,242,5,failure,yes,1,Q1 — Faible solde,TIÈDE,0.3559191542367694,D5,PRIORITÉ 2 — À qualifier
59,blue-collar,married,primary,no,1939,no,no,cellular,apr,2025-04-01,172,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.6596433523380991,D6,PRIORITÉ 1 — Contacter en urgence
76,management,married,,no,1780,yes,no,telephone,apr,2025-04-01,413,3,,yes,1,Q4 — Solde élevé,CHAUD,0.8187325688138125,D8,PRIORITÉ 1 — Contacter en urgence
25,blue-collar,single,secondary,no,0,no,no,cellular,apr,2025-04-01,163,1,,yes,1,Q1 — Faible solde,TIÈDE,0.7238614409394359,D7,PRIORITÉ 1 — Contacter en urgence
27,services,single,secondary,no,955,no,no,cellular,apr,2025-04-01,206,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.7577941803987563,D7,PRIORITÉ 1 — Contacter en urgence
39,admin.,married,secondary,no,732,no,no,cellular,apr,2025-04-01,522,4,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.7974475766339567,D7,PRIORITÉ 1 — Contacter en urgence
24,services,single,,no,2022,no,no,cellular,apr,2025-04-01,159,4,,yes,1,Q4 — Solde élevé,TIÈDE,0.8190980316570707,D8,PRIORITÉ 1 — Contacter en urgence
28,blue-collar,single,tertiary,no,4099,no,no,cellular,apr,2025-04-01,116,4,,yes,1,Q4 — Solde élevé,TIÈDE,0.6258446499593839,D6,PRIORITÉ 1 — Contacter en urgence
51,management,married,tertiary,no,4917,no,no,cellular,apr,2025-04-01,113,1,,yes,1,Q4 — Solde élevé,CHAUD,0.6123337141652214,D6,PRIORITÉ 1 — Contacter en urgence
66,retired,married,primary,no,2883,no,no,cellular,apr,2025-04-01,158,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8336198290393946,D8,PRIORITÉ 1 — Contacter en urgence
28,unemployed,single,primary,no,1374,no,no,cellular,apr,2025-04-01,203,4,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.5619860318419198,D6,PRIORITÉ 2 — À qualifier
30,management,single,tertiary,no,398,no,no,cellular,apr,2025-04-01,235,2,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.7121136761607906,D7,PRIORITÉ 1 — Contacter en urgence
58,blue-collar,married,secondary,no,3027,yes,no,cellular,apr,2025-04-01,160,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.3424601361163936,D5,PRIORITÉ 3 — Nurturing
32,management,single,tertiary,no,2974,yes,no,cellular,apr,2025-04-01,227,1,failure,yes,1,Q4 — Solde élevé,CHAUD,0.4649192942234063,D5,PRIORITÉ 2 — À qualifier
31,technician,single,tertiary,no,1081,no,no,cellular,apr,2025-04-01,202,5,failure,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.7599805738151328,D7,PRIORITÉ 1 — Contacter en urgence
71,technician,married,tertiary,no,383,no,no,cellular,apr,2025-04-01,388,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.9279603113429656,D10,PRIORITÉ 1 — Contacter en urgence
37,admin.,married,tertiary,no,3913,yes,no,cellular,apr,2025-04-01,124,1,,yes,1,Q4 — Solde élevé,CHAUD,0.4119110496360395,D5,PRIORITÉ 2 — À qualifier
56,management,divorced,tertiary,no,3287,no,no,cellular,apr,2025-04-01,497,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8926499189196299,D9,PRIORITÉ 1 — Contacter en urgence
65,retired,married,primary,no,3629,no,no,cellular,apr,2025-04-01,148,1,,yes,1,Q4 — Solde élevé,CHAUD,0.823380498522739,D8,PRIORITÉ 1 — Contacter en urgence
72,self-employed,married,tertiary,no,132,no,no,cellular,apr,2025-04-01,444,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.9271540602844224,D10,PRIORITÉ 1 — Contacter en urgence
51,admin.,single,secondary,no,726,yes,no,cellular,apr,2025-04-01,89,8,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.2120764245450739,D4,PRIORITÉ 3 — Nurturing
35,blue-collar,married,secondary,no,149,yes,no,cellular,apr,2025-04-01,507,3,other,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.583856714026303,D6,PRIORITÉ 2 — À qualifier
34,blue-collar,married,secondary,no,640,yes,no,cellular,apr,2025-04-01,636,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.6594068869120182,D6,PRIORITÉ 1 — Contacter en urgence
29,admin.,married,secondary,no,7707,yes,no,cellular,apr,2025-04-01,961,2,failure,yes,1,Q4 — Solde élevé,CHAUD,0.8688764204157766,D9,PRIORITÉ 1 — Contacter en urgence
30,technician,single,tertiary,no,53,no,no,cellular,apr,2025-04-01,375,1,,yes,1,Q1 — Faible solde,TIÈDE,0.7715061795039841,D7,PRIORITÉ 1 — Contacter en urgence
39,technician,single,secondary,no,15,yes,no,cellular,apr,2025-04-01,510,1,,yes,1,Q1 — Faible solde,TIÈDE,0.7025172878646121,D7,PRIORITÉ 1 — Contacter en urgence
45,management,married,tertiary,no,242,no,no,cellular,apr,2025-04-01,587,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8586849952073259,D8,PRIORITÉ 1 — Contacter en urgence
28,admin.,single,secondary,no,377,no,no,cellular,apr,2025-04-01,571,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8581871678169908,D8,PRIORITÉ 1 — Contacter en urgence
52,unemployed,married,secondary,no,94,no,no,cellular,apr,2025-04-01,244,1,,yes,1,Q1 — Faible solde,TIÈDE,0.6275790247142435,D6,PRIORITÉ 1 — Contacter en urgence
59,retired,married,primary,no,363,no,no,cellular,apr,2025-04-01,400,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.7028811524204976,D7,PRIORITÉ 1 — Contacter en urgence
38,services,married,secondary,no,1970,yes,no,cellular,apr,2025-04-01,701,1,success,yes,1,Q4 — Solde élevé,CHAUD,0.9125828841629628,D9,PRIORITÉ 1 — Contacter en urgence
47,technician,married,secondary,no,1167,yes,no,cellular,apr,2025-04-01,968,1,failure,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8606656733553397,D8,PRIORITÉ 1 — Contacter en urgence
52,management,married,tertiary,no,193,no,no,cellular,apr,2025-04-01,381,1,failure,yes,1,Q2 — Solde moyen-bas,CHAUD,0.789952988331589,D7,PRIORITÉ 1 — Contacter en urgence
38,management,married,tertiary,no,0,yes,no,cellular,apr,2025-04-01,571,1,,yes,1,Q1 — Faible solde,TIÈDE,0.7490540184055535,D7,PRIORITÉ 1 — Contacter en urgence
29,student,single,secondary,no,78,no,no,cellular,apr,2025-04-01,239,1,,yes,1,Q1 — Faible solde,CHAUD,0.6794512733549449,D6,PRIORITÉ 1 — Contacter en urgence
36,unemployed,single,tertiary,no,1291,no,no,cellular,apr,2025-04-01,195,1,success,yes,1,Q3 — Solde moyen-haut,CHAUD,0.9618555057503292,D10,PRIORITÉ 1 — Contacter en urgence
58,retired,married,tertiary,no,1425,no,no,cellular,apr,2025-04-01,224,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8157117963579265,D8,PRIORITÉ 1 — Contacter en urgence
31,technician,married,tertiary,no,3382,no,no,cellular,apr,2025-04-01,739,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.918781145734187,D10,PRIORITÉ 1 — Contacter en urgence
59,retired,divorced,secondary,no,5583,yes,no,cellular,apr,2025-04-01,720,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8297222002830369,D8,PRIORITÉ 1 — Contacter en urgence
47,blue-collar,married,secondary,no,1230,yes,no,cellular,apr,2025-04-01,412,1,success,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8260359919460136,D8,PRIORITÉ 1 — Contacter en urgence
36,admin.,married,secondary,no,96,no,no,cellular,apr,2025-04-01,208,1,success,yes,1,Q1 — Faible solde,CHAUD,0.9212513961748836,D10,PRIORITÉ 1 — Contacter en urgence
21,student,single,secondary,no,224,no,no,cellular,apr,2025-04-01,871,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.9563313572938396,D10,PRIORITÉ 1 — Contacter en urgence
23,student,single,secondary,no,0,no,no,cellular,apr,2025-04-01,297,1,success,yes,1,Q1 — Faible solde,CHAUD,0.9557609435568024,D10,PRIORITÉ 1 — Contacter en urgence
47,blue-collar,married,secondary,no,1730,yes,no,cellular,apr,2025-04-01,231,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.3052731112120221,D5,PRIORITÉ 3 — Nurturing
29,management,single,tertiary,no,697,no,no,cellular,apr,2025-04-01,365,1,success,yes,1,Q3 — Solde moyen-haut,CHAUD,0.958637217918776,D10,PRIORITÉ 1 — Contacter en urgence
25,management,single,tertiary,no,943,no,no,cellular,apr,2025-04-01,512,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.9172535915172726,D10,PRIORITÉ 1 — Contacter en urgence
37,technician,married,secondary,no,1458,no,no,cellular,apr,2025-04-01,281,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.7472125305923616,D7,PRIORITÉ 1 — Contacter en urgence
33,admin.,married,secondary,no,95,yes,no,cellular,apr,2025-04-01,335,1,,yes,1,Q1 — Faible solde,TIÈDE,0.3411494395450509,D5,PRIORITÉ 3 — Nurturing
59,technician,married,secondary,no,2308,no,no,cellular,apr,2025-04-01,815,1,other,yes,1,Q4 — Solde élevé,TIÈDE,0.8867416038618344,D9,PRIORITÉ 1 — Contacter en urgence
58,management,divorced,tertiary,no,5701,no,no,cellular,apr,2025-04-01,354,1,success,yes,1,Q4 — Solde élevé,CHAUD,0.9631920460018008,D10,PRIORITÉ 1 — Contacter en urgence
44,blue-collar,married,,no,1529,yes,no,cellular,apr,2025-04-01,347,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.4688819001262611,D5,PRIORITÉ 2 — À qualifier
48,blue-collar,married,secondary,no,292,no,no,cellular,apr,2025-04-01,271,1,success,yes,1,Q2 — Solde moyen-bas,CHAUD,0.903982604346724,D9,PRIORITÉ 1 — Contacter en urgence
34,self-employed,married,primary,no,7468,yes,yes,cellular,apr,2025-04-01,383,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.425951197882493,D5,PRIORITÉ 2 — À qualifier
